Code,Xsite,Xprofile,unicode,XLat,XLong,XYear,X14C,X14C_SD,Tau,C_bulk,Biomes,Order,Xlayer_top,Xlayer_bot,CFRAG,SDTO,STPC,CLPC,BULK,TAWC,ORGC,TOTN,CNrt,PHAQ,CECS,ECEC,CECc,TEB,BSAT,ESP,ALSA,TCEQ,GYPS,ELCO,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,Aspect,fm,fr1000,fr300,mrRTF,mrVBF,PI,planC,profileC,SD,SP,TPI,TWI,MNPP
1,Agnelli_2002_Cavalla,Agnelli_2002_Cavalla_401,Agnelli_2002_Cavalla_Agnelli_2002_Cavalla_401,43.7,11.6,1996,-217,6,2126,0.020415336,5,Inceptisols,11,23,14.33576662,50.81244002,38.79944761,10.38811238,1.222212897,20.76412409,34.54555282,2.474891627,15.30270217,5.062425456,16.06863035,7.647581831,60.85197122,5.983606548,33.70751343,0.924824704,33.17402806,0,7.609776026,0.988548853,8.245833397,6.108333588,26.67394447,618.8238525,21.20000076,-1.700000048,22.90000153,5.400000095,16.13333321,16.13333321,1.300000072,1562,200,61,30.47793198,543,237,237,447,195.7383608,25.07918479,338.2129114,132.0357018,9.69E-09,1.27E-08,1.149782463,0.000252,-0.000244,201.3415527,25.76035921,0.884801627,6.447167475,7.68900013
2,Agnelli_2002_Cavalla,Agnelli_2002_Cavalla_401,Agnelli_2002_Cavalla_Agnelli_2002_Cavalla_401,43.7,11.6,1996,-297,6,3283,0.006779251,5,Inceptisols,23,42,17.09166035,53.47961254,35.61516377,10.90522369,1.329794311,19.76429763,10.62469044,0.887601488,14.01798158,5.214035079,9.633796804,4.944841607,63.71856732,3.963124524,34.63506168,1.162938482,40.91161168,0.001915441,7.099865701,1.024739416,8.245833397,6.108333588,26.67394447,618.8238525,21.20000076,-1.700000048,22.90000153,5.400000095,16.13333321,16.13333321,1.300000072,1562,200,61,30.47793198,543,237,237,447,195.7383608,25.07918479,338.2129114,132.0357018,9.69E-09,1.27E-08,1.149782463,0.000252,-0.000244,201.3415527,25.76035921,0.884801627,6.447167475,7.68900013
3,Agnelli_2002_Cavalla,Agnelli_2002_Cavalla_402,Agnelli_2002_Cavalla_Agnelli_2002_Cavalla_402,43.7,11.6,1996,-177,6,1639,0.026481393,5,Inceptisols,11,23,14.33576662,50.81244002,38.79944761,10.38811238,1.222212897,20.76412409,34.54555282,2.474891627,15.30270217,5.062425456,16.06863035,7.647581831,60.85197122,5.983606548,33.70751343,0.924824704,33.17402806,0,7.609776026,0.988548853,8.245833397,6.108333588,26.67394447,618.8238525,21.20000076,-1.700000048,22.90000153,5.400000095,16.13333321,16.13333321,1.300000072,1562,200,61,30.47793198,543,237,237,447,195.7383608,25.07918479,338.2129114,132.0357018,9.69E-09,1.27E-08,1.149782463,0.000252,-0.000244,201.3415527,25.76035921,0.884801627,6.447167475,7.68900013
4,Agnelli_2002_Cavalla,Agnelli_2002_Cavalla_402,Agnelli_2002_Cavalla_Agnelli_2002_Cavalla_402,43.7,11.6,1996,-254,6,2628,0.008468904,5,Inceptisols,23,42,17.09166035,53.47961254,35.61516377,10.90522369,1.329794311,19.76429763,10.62469044,0.887601488,14.01798158,5.214035079,9.633796804,4.944841607,63.71856732,3.963124524,34.63506168,1.162938482,40.91161168,0.001915441,7.099865701,1.024739416,8.245833397,6.108333588,26.67394447,618.8238525,21.20000076,-1.700000048,22.90000153,5.400000095,16.13333321,16.13333321,1.300000072,1562,200,61,30.47793198,543,237,237,447,195.7383608,25.07918479,338.2129114,132.0357018,9.69E-09,1.27E-08,1.149782463,0.000252,-0.000244,201.3415527,25.76035921,0.884801627,6.447167475,7.68900013
5,Agnelli_2002_Cavalla,Agnelli_2002_Cavalla_403,Agnelli_2002_Cavalla_Agnelli_2002_Cavalla_403,43.7,11.6,1996,-43,6,438,0.099093616,5,Inceptisols,11,23,14.33576662,50.81244002,38.79944761,10.38811238,1.222212897,20.76412409,34.54555282,2.474891627,15.30270217,5.062425456,16.06863035,7.647581831,60.85197122,5.983606548,33.70751343,0.924824704,33.17402806,0,7.609776026,0.988548853,8.245833397,6.108333588,26.67394447,618.8238525,21.20000076,-1.700000048,22.90000153,5.400000095,16.13333321,16.13333321,1.300000072,1562,200,61,30.47793198,543,237,237,447,195.7383608,25.07918479,338.2129114,132.0357018,9.69E-09,1.27E-08,1.149782463,0.000252,-0.000244,201.3415527,25.76035921,0.884801627,6.447167475,7.68900013
6,Agnelli_2002_Cavalla,Agnelli_2002_Cavalla_Avg,Agnelli_2002_Cavalla_Agnelli_2002_Cavalla_Avg,43.7,11.6,1996,-37.2,4.740037845,405,0.107167911,5,Inceptisols,11,23,14.33576662,50.81244002,38.79944761,10.38811238,1.222212897,20.76412409,34.54555282,2.474891627,15.30270217,5.062425456,16.06863035,7.647581831,60.85197122,5.983606548,33.70751343,0.924824704,33.17402806,0,7.609776026,0.988548853,8.245833397,6.108333588,26.67394447,618.8238525,21.20000076,-1.700000048,22.90000153,5.400000095,16.13333321,16.13333321,1.300000072,1562,200,61,30.47793198,543,237,237,447,195.7383608,25.07918479,338.2129114,132.0357018,9.69E-09,1.27E-08,1.149782463,0.000252,-0.000244,201.3415527,25.76035921,0.884801627,6.447167475,7.68900013
7,Nastapoca,ALS-NAS-N1,Nastapoca_ALS-NAS-N1,56.91,76.55,1982,-418.2140548,4.288782043,5655,0.005327321,6,Alfisols,98,101,9.875104782,41.88344821,26.25171914,31.86483265,0.253828715,41.04955477,438.9698917,11.54760211,20.66961089,4.390312842,71.44167529,39.26546014,76.32565915,41.9482586,64.82369688,1.798483698,10.38906403,0,0,1.748424404,-0.025000164,10.78333282,23.04131126,1332.508789,24.29999924,-22.5,46.79999924,16.03333282,-7.933333397,16.03333282,-16.79999924,453,68,14,49.03997421,195,51,195,67,186.5736905,0.164544767,1.998438476,0.483467681,5.536108971,4.786872864,0.772403332,2.40E-05,2.60E-05,117.5102463,0.159835549,0.198130526,11.7502016,4.956999779
8,Nastapoca,ALS-NAS-N1,Nastapoca_ALS-NAS-N1,56.91,76.55,1982,-179.6875457,4.571282045,1653,0.006063905,6,Alfisols,33,35,14.40586641,30.00535633,35.70350199,34.29114168,0.118157701,45.81987953,495.5519515,11.77214285,28.35828337,4.567889058,101.7393768,35.95626573,58.39167619,73.34919053,66.40491475,0.903155513,4.493559668,0,0,1.323453889,-0.025000164,10.78333282,23.04131126,1332.508789,24.29999924,-22.5,46.79999924,16.03333282,-7.933333397,16.03333282,-16.79999924,453,68,14,49.03997421,195,51,195,67,186.5736905,0.164544767,1.998438476,0.483467681,5.536108971,4.786872864,0.772403332,2.40E-05,2.60E-05,117.5102463,0.159835549,0.198130526,11.7502016,4.956999779
9,Nastapoca,ALS-NAS-N1,Nastapoca_ALS-NAS-N1,56.91,76.55,1982,-229.1898821,4.512653718,2271,0.003610107,6,Alfisols,53,55,26.51744893,29.3290187,38.78833464,31.88264666,0.112574837,48.52165533,495.5433653,12.85452674,28.89782876,4.544871458,99.48133841,55.86989717,58.80870329,51.56950733,68.74351612,0.975296912,1.975954594,0,0,2.08568576,-0.025000164,10.78333282,23.04131126,1332.508789,24.29999924,-22.5,46.79999924,16.03333282,-7.933333397,16.03333282,-16.79999924,453,68,14,49.03997421,195,51,195,67,186.5736905,0.164544767,1.998438476,0.483467681,5.536108971,4.786872864,0.772403332,2.40E-05,2.60E-05,117.5102463,0.159835549,0.198130526,11.7502016,4.956999779
10,Lek-Vorkuta,LVPS4,Lek-Vorkuta_LVPS4,67.416667,63.366667,1999,0.296838709,4.784447403,245,0.037933355,7,Gelisols,2.5,3.5,3.367219847,29.00799624,56.03642695,14.95557681,0.762516128,22.46309314,126.1286755,8.807828222,19.24755029,5.335842398,50.94891894,23.26522329,45.26958403,19.88695609,90.91281631,2.007030545,8.597203833,0.00442149,2.71E-05,0.969023812,-5.916666508,8.616666794,19.85407066,1189.557495,18,-25.39999962,43.40000153,8.783333778,-14.75,9.483333588,-19.60000038,558,66,30,25.27113152,186,98,180,118,4.747378491,0.913481198,7.111570007,2.366763336,5.322824478,5.258117676,1.025853302,3.40E-05,-1.30E-05,77.24266815,0.838465075,0.025820161,10.15855002,1.92900002
11,Lek-Vorkuta,LVPS4,Lek-Vorkuta_LVPS4,67.416667,63.366667,1999,-107.5036305,4.656773407,928,0.009996688,7,Gelisols,4.5,5.5,3.315202196,29.14851617,55.88961436,14.96186947,0.774908447,22.39749479,123.821342,8.682065034,19.21248414,5.34493049,50.24789164,23.0860011,45.65635459,19.76131644,90.50020826,2.00603465,9.079218804,0.003795174,2.33E-05,0.97341167,-5.916666508,8.616666794,19.85407066,1189.557495,18,-25.39999962,43.40000153,8.783333778,-14.75,9.483333588,-19.60000038,558,66,30,25.27113152,186,98,180,118,4.747378491,0.913481198,7.111570007,2.366763336,5.322824478,5.258117676,1.025853302,3.40E-05,-1.30E-05,77.24266815,0.838465075,0.025820161,10.15855002,1.92900002
12,Lek-Vorkuta,LVPS4,Lek-Vorkuta_LVPS4,67.416667,63.366667,1999,-95.87371977,4.670547346,826,0.011185694,7,Gelisols,6.5,7.5,3.233460173,29.36933319,55.65890887,14.97175794,0.794382092,22.29441166,120.1955323,8.484437167,19.1573802,5.359211778,49.1462773,22.80436624,46.2641369,19.56388271,89.8518242,2.004469672,9.836670902,0.002810964,1.72E-05,0.980306876,-5.916666508,8.616666794,19.85407066,1189.557495,18,-25.39999962,43.40000153,8.783333778,-14.75,9.483333588,-19.60000038,558,66,30,25.27113152,186,98,180,118,4.747378491,0.913481198,7.111570007,2.366763336,5.322824478,5.258117676,1.025853302,3.40E-05,-1.30E-05,77.24266815,0.838465075,0.025820161,10.15855002,1.92900002
13,Kazache,AND-KAZ-01,Kazache_AND-KAZ-01,70.77,136.25,1987,-62.21016046,4.710416942,545,0.010220455,7,Gelisols,20,30,24.20218325,58.60140385,26.47813149,14.92046466,1.452036495,18.61803594,5.060955351,0.814827356,10.29524446,6.071188805,14.27765037,16.00317677,47.24006323,14.3025002,57.64371868,2.816407086,11.05168232,42.12563183,17.42056902,1.214925104,-13.57499981,8.450000763,15.14336967,1793.766357,16.79999924,-39,55.79999924,7.349999905,-32.04999924,9.166666985,-33.81666565,235,45,8,63.76509476,115,26,114,29,283.7421606,3.083919352,15.89558756,6.253351497,2.943613529,5.668426037,0.61667643,-8.10E-05,0.000155,65.87081909,3.083919352,0.205263441,7.992434646,0.791999996
14,Kazache,AND-KAZ-01,Kazache_AND-KAZ-01,70.77,136.25,1987,-412.0149498,4.296123982,5514,0.00262036,7,Gelisols,55,65,25.98550126,60.642191,24.69809453,14.65971447,1.384913698,16.9331801,14.09574858,1.419360045,12.72711998,6.154655397,9.516019211,14.23668854,48.88717912,13.25680153,66.44408765,3.404391935,14.9475536,51.81066606,22.0037507,1.515267263,-13.57499981,8.450000763,15.14336967,1793.766357,16.79999924,-39,55.79999924,7.349999905,-32.04999924,9.166666985,-33.81666565,235,45,8,63.76509476,115,26,114,29,283.7421606,3.083919352,15.89558756,6.253351497,2.943613529,5.668426037,0.61667643,-8.10E-05,0.000155,65.87081909,3.083919352,0.205263441,7.992434646,0.791999996
15,Kazache,AND-KAZ-01,Kazache_AND-KAZ-01,70.77,136.25,1987,-177.1161552,4.574327483,1631,0.005098536,7,Gelisols,100,110,25.74042352,37.44286104,42.40171354,20.15542542,1.420738828,16.3614105,7.881932435,0.757327277,13.42683164,6.226156892,10.72498946,8.530212758,50.07469679,8.013049588,62.69388227,5.377046378,18.55832308,40.88260541,18.94998511,1.983787719,-13.57499981,8.450000763,15.14336967,1793.766357,16.79999924,-39,55.79999924,7.349999905,-32.04999924,9.166666985,-33.81666565,235,45,8,63.76509476,115,26,114,29,283.7421606,3.083919352,15.89558756,6.253351497,2.943613529,5.668426037,0.61667643,-8.10E-05,0.000155,65.87081909,3.083919352,0.205263441,7.992434646,0.791999996
16,Kazache,AND-KAZ-01,Kazache_AND-KAZ-01,70.77,136.25,1987,-394.1828057,4.317243567,5110,0.001947626,7,Gelisols,120,130,23.47380434,34.55859106,45.19012919,20.25127975,1.42449751,15.94759208,9.129662083,0.743835451,13.14346882,6.175670663,12.39025193,10.67359761,44.587677,9.53512726,58.65099912,5.953425179,18.99559283,42.29894166,19.0757071,2.002350933,-13.57499981,8.450000763,15.14336967,1793.766357,16.79999924,-39,55.79999924,7.349999905,-32.04999924,9.166666985,-33.81666565,235,45,8,63.76509476,115,26,114,29,283.7421606,3.083919352,15.89558756,6.253351497,2.943613529,5.668426037,0.61667643,-8.10E-05,0.000155,65.87081909,3.083919352,0.205263441,7.992434646,0.791999996
17,Kazache,AND-KAZ-01,Kazache_AND-KAZ-01,70.77,136.25,1987,-414.2067405,4.293528125,5565,0.000826862,7,Gelisols,160,170,27.22060608,51.08647408,32.31031704,16.60320888,1.515419337,15.9664134,4.172121178,0.507607858,10.42357334,6.451245222,9.581728942,19.68539008,55.76837163,19.48610587,71.58786705,7.749065889,19.8866327,40.41266816,18.1590612,2.00150664,-13.57499981,8.450000763,15.14336967,1793.766357,16.79999924,-39,55.79999924,7.349999905,-32.04999924,9.166666985,-33.81666565,235,45,8,63.76509476,115,26,114,29,283.7421606,3.083919352,15.89558756,6.253351497,2.943613529,5.668426037,0.61667643,-8.10E-05,0.000155,65.87081909,3.083919352,0.205263441,7.992434646,0.791999996
18,Kazache,AND-KAZ-01,Kazache_AND-KAZ-01,70.77,136.25,1987,-462.4234075,4.236422487,6800,0.000300737,7,Gelisols,190,200,29.21762965,58.55173622,26.39064349,15.05762029,1.552779042,16.05247159,1.860636308,0.411246086,9.338260869,6.576168497,8.091177916,23.0537856,61.48642297,23.36512286,77.76842123,8.392028736,20.17711119,39.35529779,17.75150225,1.99764621,-13.57499981,8.450000763,15.14336967,1793.766357,16.79999924,-39,55.79999924,7.349999905,-32.04999924,9.166666985,-33.81666565,235,45,8,63.76509476,115,26,114,29,283.7421606,3.083919352,15.89558756,6.253351497,2.943613529,5.668426037,0.61667643,-8.10E-05,0.000155,65.87081909,3.083919352,0.205263441,7.992434646,0.791999996
19,Lake Agassiz,Peatland,Lake Agassiz_Peatland,48.78333333,-94.55,1991,-170.822744,4.581781114,1564,0.101661167,3,Histosols,45,55,19.98211936,44.00077044,37.99784049,18.00138907,0.749944115,35.9959007,264.9573013,10.90129586,17.99775203,5.500400118,58.9938316,39.99547641,58.97809676,40.99003499,55.99873774,1.000072912,10.0103062,0.135539741,0,1.000013137,2.825000048,12.28333378,25.32645988,1302.207031,25.39999962,-23.10000038,48.5,17.79999924,-14.36666679,17.79999924,-14.36666679,582,94,12,62.76237488,264,45,264,45,174.339508,0.324923397,4.653031111,1.411023488,4.988186836,5.856182098,0.922508165,-1.80E-05,-8.00E-06,147.2436371,0.225123604,-0.212564628,15.69805039,4.482999802
20,Lake Agassiz,Peatland,Lake Agassiz_Peatland,48.78333333,-94.55,1991,-196.2960882,4.551611639,1862,0.078403836,3,Histosols,67,77,20.61596473,48.51546825,34.70904595,16.7754858,0.835853241,34.72511794,220.0157585,9.82271545,16.79945115,5.707599165,50.23657446,38.82327489,49.53041369,38.7972382,61.61610575,0.990278411,10.14855615,1.89992979,0,0.998248431,2.825000048,12.28333378,25.32645988,1302.207031,25.39999962,-23.10000038,48.5,17.79999924,-14.36666679,17.79999924,-14.36666679,582,94,12,62.76237488,264,45,264,45,174.339508,0.324923397,4.653031111,1.411023488,4.988186836,5.856182098,0.922508165,-1.80E-05,-8.00E-06,147.2436371,0.225123604,-0.212564628,15.69805039,4.482999802
21,Lake Agassiz,Peatland,Lake Agassiz_Peatland,48.78333333,-94.55,1991,-259.282912,4.477012895,2700,0.053345774,3,Histosols,95,105,15.81570153,57.35456144,29.91576909,12.72966947,0.909945052,31.99324705,188.025834,7.188750097,15.21960294,5.750574258,40.73875723,32.2526743,61.50849925,31.15664001,67.78689505,1.374012943,9.394659639,29.25813337,0,1.066600286,2.825000048,12.28333378,25.32645988,1302.207031,25.39999962,-23.10000038,48.5,17.79999924,-14.36666679,17.79999924,-14.36666679,582,94,12,62.76237488,264,45,264,45,174.339508,0.324923397,4.653031111,1.411023488,4.988186836,5.856182098,0.922508165,-1.80E-05,-8.00E-06,147.2436371,0.225123604,-0.212564628,15.69805039,4.482999802
22,Lake Agassiz,Peatland,Lake Agassiz_Peatland,48.78333333,-94.55,1991,-279.482478,4.453089444,3002,0.040991749,3,Histosols,125,135,18.44760674,64.16363034,25.19271949,10.64365017,0.970408591,32.0260461,155.494772,5.739508724,16.17304741,5.930701666,33.82585706,24.68140986,53.61969295,21.27232135,69.21624034,2.134473288,4.093242577,32.53267408,0,0.990396839,2.825000048,12.28333378,25.32645988,1302.207031,25.39999962,-23.10000038,48.5,17.79999924,-14.36666679,17.79999924,-14.36666679,582,94,12,62.76237488,264,45,264,45,174.339508,0.324923397,4.653031111,1.411023488,4.988186836,5.856182098,0.922508165,-1.80E-05,-8.00E-06,147.2436371,0.225123604,-0.212564628,15.69805039,4.482999802
23,Lake Agassiz,Peatland,Lake Agassiz_Peatland,48.78333333,-94.55,1991,-304.9558222,4.422919968,3410,0.035089297,3,Histosols,150,160,20.18208594,64.59695661,24.70851591,10.69452749,0.962927901,29.02501809,155.6807435,6.230863261,14.94941709,5.986264468,32.19510799,27.86697893,55.01568797,26.31468302,73.38159998,1.5158122,3.0237798,33.65554605,0,0.392306053,2.825000048,12.28333378,25.32645988,1302.207031,25.39999962,-23.10000038,48.5,17.79999924,-14.36666679,17.79999924,-14.36666679,582,94,12,62.76237488,264,45,264,45,174.339508,0.324923397,4.653031111,1.411023488,4.988186836,5.856182098,0.922508165,-1.80E-05,-8.00E-06,147.2436371,0.225123604,-0.212564628,15.69805039,4.482999802
24,Lake Agassiz,Peatland,Lake Agassiz_Peatland,48.78333333,-94.55,1991,-341.4742493,4.379669195,4050,0.029690464,3,Histosols,176,186,21.25515479,63.81377464,25.09093078,11.09529458,0.945967038,26.36827951,161.4261439,6.911948833,13.70382179,6.004284909,31.93913451,31.97737083,57.61902191,32.46162188,76.8168307,0.839088283,2.992581702,34.10745515,0,0,2.825000048,12.28333378,25.32645988,1302.207031,25.39999962,-23.10000038,48.5,17.79999924,-14.36666679,17.79999924,-14.36666679,582,94,12,62.76237488,264,45,264,45,174.339508,0.324923397,4.653031111,1.411023488,4.988186836,5.856182098,0.922508165,-1.80E-05,-8.00E-06,147.2436371,0.225123604,-0.212564628,15.69805039,4.482999802
25,Palsa Peatland_Kuujjuarapik,Palsa_NE,Palsa Peatland_Kuujjuarapik_Palsa_NE,55.333333,-77.666667,2003,-206.8413091,4.539122356,2001,0.001669286,6,Spodosols,24,25,16.78232067,56.88853063,37.90550593,5.205963441,1.191971068,23.0724716,33.674141,1.998095683,15.60285544,4.995804515,15.87534823,5.388502972,86.59338426,3.065007812,20.65811836,0.889985066,49.95447098,0,0,0,-3.712499857,8.224999428,18.6085968,1308.838989,16.89999962,-27.29999924,44.19999695,7.266666889,-15,10.75,-20.64999962,635,101,19,55.48641205,274,60,229,68,286.0407648,0.283718286,21.66742272,1.300256292,2.639019966,1.046072602,1.418447428,-2.60E-05,5.40E-05,122.2177124,0.188913126,0.098013367,9.261693338,2.039999962
26,Palsa Peatland_Kuujjuarapik,Palsa_NE,Palsa Peatland_Kuujjuarapik_Palsa_NE,55.333333,-77.666667,2003,-307.4828254,4.419927099,3459,0.000359286,6,Spodosols,54,55,22.83141266,61.69908376,33.31321408,4.987702159,1.524049752,21.59255178,10.56698501,0.799276043,14.84050456,5.326752202,8.151434549,3.173169043,68.2406388,2.225472501,31.50960058,2.101301219,38.02075275,0,0,0,-3.712499857,8.224999428,18.6085968,1308.838989,16.89999962,-27.29999924,44.19999695,7.266666889,-15,10.75,-20.64999962,635,101,19,55.48641205,274,60,229,68,286.0407648,0.283718286,21.66742272,1.300256292,2.639019966,1.046072602,1.418447428,-2.60E-05,5.40E-05,122.2177124,0.188913126,0.098013367,9.261693338,2.039999962
27,Palsa Peatland_Kuujjuarapik,Palsa_NE,Palsa Peatland_Kuujjuarapik_Palsa_NE,55.333333,-77.666667,2003,-378.5659509,4.335739463,4786,4.64E-05,6,Spodosols,99,100,25.22512727,65.22768634,28.63992173,6.132391926,1.752112202,18.47042112,1.696641484,0.306313123,8.303623102,5.533410952,5.213496571,3.976003137,56.87627942,4.111280423,54.78052427,2.066760416,13.34652641,0,0,0,-3.712499857,8.224999428,18.6085968,1308.838989,16.89999962,-27.29999924,44.19999695,7.266666889,-15,10.75,-20.64999962,635,101,19,55.48641205,274,60,229,68,286.0407648,0.283718286,21.66742272,1.300256292,2.639019966,1.046072602,1.418447428,-2.60E-05,5.40E-05,122.2177124,0.188913126,0.098013367,9.261693338,2.039999962
28,Palsa Peatland_Kuujjuarapik,Palsa_NE,Palsa Peatland_Kuujjuarapik_Palsa_NE,55.333333,-77.666667,2003,-402.0907559,4.307877749,5296,2.60E-05,6,Spodosols,154,155,26.13769609,67.30633619,26.71733507,5.976328739,1.831796226,15.56969311,1.018812724,0.298728172,7.362013037,5.670275923,3.792729833,4.004290564,56.43757203,3.98010341,65.00942741,1.403514622,10.59354253,0,0,0,-3.712499857,8.224999428,18.6085968,1308.838989,16.89999962,-27.29999924,44.19999695,7.266666889,-15,10.75,-20.64999962,635,101,19,55.48641205,274,60,229,68,286.0407648,0.283718286,21.66742272,1.300256292,2.639019966,1.046072602,1.418447428,-2.60E-05,5.40E-05,122.2177124,0.188913126,0.098013367,9.261693338,2.039999962
29,Palsa Peatland_Kuujjuarapik,Palsa_NE,Palsa Peatland_Kuujjuarapik_Palsa_NE,55.333333,-77.666667,2003,-431.8420197,4.272641698,6001,2.25E-05,6,Spodosols,179,180,25.96388616,68.18192866,25.81186303,6.006208311,1.854774342,14.8505854,0.982443227,0.325579007,6.905054084,5.707795796,2.79208909,3.998874705,55.88523707,4.00521832,68.78434372,0.894169377,9.84433036,0,0,0,-3.712499857,8.224999428,18.6085968,1308.838989,16.89999962,-27.29999924,44.19999695,7.266666889,-15,10.75,-20.64999962,635,101,19,55.48641205,274,60,229,68,286.0407648,0.283718286,21.66742272,1.300256292,2.639019966,1.046072602,1.418447428,-2.60E-05,5.40E-05,122.2177124,0.188913126,0.098013367,9.261693338,2.039999962
30,Palsa Peatland_Kuujjuarapik,Filled thermokarst pond_NE,Palsa Peatland_Kuujjuarapik_Filled thermokarst pond_NE,55.333333,-77.666667,2003,-46.38185291,4.729163274,465,0.008878694,6,Spodosols,21,22,16.09115498,56.19696098,38.42390969,5.379129332,1.162620402,23.07219596,42.32104294,2.448088943,16.1224103,4.92662111,17.95180316,6.426917456,84.16344465,3.930703424,21.87326004,0.890403496,46.48706931,0,0,0,-3.712499857,8.224999428,18.6085968,1308.838989,16.89999962,-27.29999924,44.19999695,7.266666889,-15,10.75,-20.64999962,635,101,19,55.48641205,274,60,229,68,286.0407648,0.283718286,21.66742272,1.300256292,2.639019966,1.046072602,1.418447428,-2.60E-05,5.40E-05,122.2177124,0.188913126,0.098013367,9.261693338,2.039999962
31,Palsa Peatland_Kuujjuarapik,Filled thermokarst pond_NE,Palsa Peatland_Kuujjuarapik_Filled thermokarst pond_NE,55.333333,-77.666667,2003,-52.29904748,4.722155216,502,0.004289527,6,Spodosols,30,31,18.11312692,58.10872364,36.91547626,4.975800097,1.25506815,22.99699546,20.95229232,1.334485353,14.92802361,5.110584169,12.69286088,3.84846899,88.27757014,1.877541548,19.86308841,1.004561023,53.43948271,0,0,0,-3.712499857,8.224999428,18.6085968,1308.838989,16.89999962,-27.29999924,44.19999695,7.266666889,-15,10.75,-20.64999962,635,101,19,55.48641205,274,60,229,68,286.0407648,0.283718286,21.66742272,1.300256292,2.639019966,1.046072602,1.418447428,-2.60E-05,5.40E-05,122.2177124,0.188913126,0.098013367,9.261693338,2.039999962
32,Palsa Peatland_Kuujjuarapik,Filled thermokarst pond_NE,Palsa Peatland_Kuujjuarapik_Filled thermokarst pond_NE,55.333333,-77.666667,2003,-48.75315131,4.726354815,480,0.009947976,6,Spodosols,34,37,19.16965281,58.95958734,36.13809564,4.902317017,1.312126205,22.85666333,15.00737283,1.022230271,14.73668753,5.182209929,11.02918141,3.111842971,86.44655593,1.441983971,20.8660993,1.217591078,52.82998251,0,0,0,-3.712499857,8.224999428,18.6085968,1308.838989,16.89999962,-27.29999924,44.19999695,7.266666889,-15,10.75,-20.64999962,635,101,19,55.48641205,274,60,229,68,286.0407648,0.283718286,21.66742272,1.300256292,2.639019966,1.046072602,1.418447428,-2.60E-05,5.40E-05,122.2177124,0.188913126,0.098013367,9.261693338,2.039999962
33,Palsa Peatland_Kuujjuarapik,Palsa_SE,Palsa Peatland_Kuujjuarapik_Palsa_SE,55.333333,-77.666667,2003,-473.3886745,4.223435721,7122,1.94E-05,6,Spodosols,153,154,26.14738731,67.25751527,26.767822,5.974662727,1.830515022,15.60978881,1.020840599,0.297231035,7.38749196,5.668183906,3.848523136,4.004592539,56.46836888,3.978703063,64.79894722,1.431914478,10.63531679,0,0,0,-3.712499857,8.224999428,18.6085968,1308.838989,16.89999962,-27.29999924,44.19999695,7.266666889,-15,10.75,-20.64999962,635,101,19,55.48641205,274,60,229,68,286.0407648,0.283718286,21.66742272,1.300256292,2.639019966,1.046072602,1.418447428,-2.60E-05,5.40E-05,122.2177124,0.188913126,0.098013367,9.261693338,2.039999962
34,Riverbank,Riverbank.1997,Riverbank_Riverbank.1997,37.52,-120.59,1997,118.7,5,65,0.293002406,4,Alfisols,2,10,10.76042714,37.44563439,33.18728276,29.36708284,1.44277135,14.13601941,18.4901129,1.551333315,12.30162339,6.488551592,18.02068558,17.03842292,45.75071543,16.02110138,77.75616692,0.999918409,0,0,1.001067814,1.000017931,16.02916718,14.97500038,46.07692719,648.2474976,34.09999847,1.600000024,32.5,9.816666603,23.70000076,23.70000076,7.983333588,372,67,1,84.11682129,194,6,6,182,51.26455751,1.15238119,22.31474834,10.06546327,5.494317532,4.705829144,0.306290431,0.000118,0,176.2254639,1.876057719,1.179899579,8.353313419,4.508999825
35,Riverbank,Riverbank.1997,Riverbank_Riverbank.1997,37.52,-120.59,1997,-6.4,5,266,0.120313356,4,Alfisols,10,29,11.89876248,35.09795325,32.16632586,32.73572089,1.481403604,13.44321334,12.90584583,1.227199147,10.6811314,6.54856682,17.93168775,16.87311181,47.03842947,15.93031463,79.02042643,1.000269448,0,0,0.996473641,0.999940783,16.02916718,14.97500038,46.07692719,648.2474976,34.09999847,1.600000024,32.5,9.816666603,23.70000076,23.70000076,7.983333588,372,67,1,84.11682129,194,6,6,182,51.26455751,1.15238119,22.31474834,10.06546327,5.494317532,4.705829144,0.306290431,0.000118,0,176.2254639,1.876057719,1.179899579,8.353313419,4.508999825
36,Turlock Lake,Turlock.1997,Turlock Lake_Turlock.1997,37.62577,-120.59085,1997,135.5,5.1,56,0.419503911,4,Alfisols,2,12,10.81787574,37.33877309,33.14237312,29.5188538,1.444504751,14.10340251,18.23590216,1.536625837,12.22929533,6.491296873,18.01572526,17.02920926,45.81049285,16.01604135,77.8146371,0.999937974,0,0,1.000811757,1.000013631,16.30416679,15.125,45.69486237,664.8392334,34.90000153,1.799999952,33.10000229,9.883333206,24.23333359,24.23333359,8.116666794,396,70,1,84.92914581,206,6,6,192,148.9717699,2.01076529,22.9316421,15.54917469,3.134144068,4.933418274,0.300752768,0.000216,0.000114,180.1933289,3.082350942,0.029459807,7.285424431,4.872000217
