Code,Site,Latitude,Longititude,TNPP_Original,ANPP_Original,BNPP_Original,Unit,TNPP_unit_unified,ANPP_unit_unified,BNPP_unit_unified,Source,fBNPP,Biome type,Soil order,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,CFRAG,SDTO,STPC,CLPC,BULK,TAWC,ORGC,TOTN,CNrt,PHAQ,CECS,ECEC,CECc,TEB,BSAT,ESP,ALSA,TCEQ,GYPS,ELCO,Aspect,fm,fr1000,fr300,mrRTF,mrVBF,PI,planC,profileC,SD,SP,TPI,TWI,MNPP
1,"Rudranath, Garhwal Himalya",30.467,79.333,811,527,284,g/m2/yr,0.811,0.527,0.284,1989_Ram et al_Grassland_JEcology,35.0184957,4,Entisols,7.375,9.333333015,40.5797081,503.5532837,18.10000038,-4.900000095,23,12.21666622,4.916666508,12.64999962,0.616666615,2004,435,37,76.68896484,1067,195,950,398,17,48,31,21,1.1,19,47.61,3.36,14,5.6,20,12,43,7,40,1,18,0,7,1,165.2569202,38.26016958,887.5949311,278.7636692,1.34E-12,6.35E-12,1.547215058,-0.000327,-0.000171,220.3770142,40.21953627,-12.59561274,7.01657065,4.571000099
2,"Rudranath, Garhwal Himalya",30.467,79.333,902,453,449,g/m2/yr,0.902,0.453,0.449,1989_Ram et al_Grassland_JEcology,49.7782705,4,Entisols,7.375,9.333333015,40.5797081,503.5532837,18.10000038,-4.900000095,23,12.21666622,4.916666508,12.64999962,0.616666615,2004,435,37,76.68896484,1067,195,950,398,17,48,31,21,1.1,19,47.61,3.36,14,5.6,20,12,43,7,40,1,18,0,7,1,165.2569202,38.26016958,887.5949311,278.7636692,1.34E-12,6.35E-12,1.547215058,-0.000327,-0.000171,220.3770142,40.21953627,-12.59561274,7.01657065,4.571000099
3,Devon Island,75.55,-84.67,0.08,0.07,0.01,t/ha/yr,0.008,0.007,0.001,1995_Gilmanov et al_Tundra_JB,12.5,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
4,Devon Island,75.55,-84.67,0.54,0.49,0.05,t/ha/yr,0.054,0.049,0.005,1995_Gilmanov et al_Tundra_JB,9.2592593,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
5,Devon Island,75.55,-84.67,1.83,0.58,1.25,t/ha/yr,0.183,0.058,0.125,1995_Gilmanov et al_Tundra_JB,68.3060109,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
6,Devon Island,75.55,-84.67,0.009,0.006,0.003,t/ha/yr,9.00E-04,6.00E-04,3.00E-04,1995_Gilmanov et al_Tundra_JB,33.3333333,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
7,Queen Elizabeth Islands,75,-108,0.518,0.293,0.225,t/ha/yr,0.0518,0.0293,0.0225,1995_Gilmanov et al_Tundra_JB,43.4362934,7,Gelisols,-17.375,6.050000191,13.68778229,1458.921631,6.800000191,-37.40000153,44.20000076,0.216666743,-33.13333511,1.783333421,-33.13333511,76,16,2,68.38811493,41,7,37,7,32,60,25,15,1.38,20,18.84,1.12,14,7.2,24,22,44,17,70,2,0,39,16,1,166.3265234,6.080330753,40.33132411,14.28011026,0.353019297,0.406561285,0.299281266,0.000078,-0.00022,58.07894135,8.689182195,0.576933565,8.373527248,0.223000005
9,Cornwallis Island,74.75,-95,0.017,0.014,0.003,t/ha/yr,0.0017,0.0014,3.00E-04,1995_Gilmanov et al_Tundra_JB,17.6470588,7,Gelisols,-16.39583397,6.208333015,13.98273277,1440.936279,7.599999905,-36.79999924,44.39999771,0.98333329,-31.64999962,2.333333254,-32.33333206,144,34,3,73.78202057,78,11,68,13,32,60,25,15,1.38,20,18.84,1.12,14,7.2,24,22,44,17,70,2,0,39,16,1,321.8697643,4.525313957,24.44558228,8.504853744,4.721622467,3.028024912,0.591281529,-0.000263,-0.000432,51.9139328,4.525313957,1.0872914,12.56329512,0.090000004
10,Somerset Island,74.07,-93.88,0.015,0.0125,0.0025,t/ha/yr,0.0015,0.00125,0.00025,1995_Gilmanov et al_Tundra_JB,16.6666667,7,Gelisols,-16.64583397,6.258332729,13.84586906,1455.006226,7.900000095,-37.29999924,45.20000076,0.849999964,-32.18333435,2.216666698,-32.83333206,158,29,3,58.96880341,75,13,58,20,32,60,25,15,1.38,20,18.84,1.12,14,7.2,24,22,44,17,70,2,0,39,16,1,79.2949403,7.790737355,53.27780563,13.16161282,0.141007766,0.233748779,0.573692345,-0.000006,0.000568,52.30912781,7.790737355,1.09921158,7.597563608,0.171000004
11,Somerset Island,74.07,-93.88,0.0026,0.0017,9.00E-04,t/ha/yr,0.00026,0.00017,9.00E-05,1995_Gilmanov et al_Tundra_JB,34.6153846,7,Gelisols,-16.64583397,6.258332729,13.84586906,1455.006226,7.900000095,-37.29999924,45.20000076,0.849999964,-32.18333435,2.216666698,-32.83333206,158,29,3,58.96880341,75,13,58,20,32,60,25,15,1.38,20,18.84,1.12,14,7.2,24,22,44,17,70,2,0,39,16,1,79.2949403,7.790737355,53.27780563,13.16161282,0.141007766,0.233748779,0.573692345,-0.000006,0.000568,52.30912781,7.790737355,1.09921158,7.597563608,0.171000004
12,Somerset Island,74.07,-93.88,0.0063,0.005,0.0013,t/ha/yr,0.00063,5.00E-04,0.00013,1995_Gilmanov et al_Tundra_JB,20.6349206,7,Gelisols,-16.64583397,6.258332729,13.84586906,1455.006226,7.900000095,-37.29999924,45.20000076,0.849999964,-32.18333435,2.216666698,-32.83333206,158,29,3,58.96880341,75,13,58,20,32,60,25,15,1.38,20,18.84,1.12,14,7.2,24,22,44,17,70,2,0,39,16,1,79.2949403,7.790737355,53.27780563,13.16161282,0.141007766,0.233748779,0.573692345,-0.000006,0.000568,52.30912781,7.790737355,1.09921158,7.597563608,0.171000004
13,Barrow,71.33,-156.67,1.35,0.25,1.1,t/ha/yr,0.135,0.025,0.11,1995_Gilmanov et al_Tundra_JB,81.4814815,7,Gelisols,-11.80416679,6.041666508,15.57130623,1267.763672,8.399999619,-30.39999962,38.79999924,3.399999857,-26.04999924,3.866666555,-26.04999924,103,26,2,86.21501923,64,8,55,8,22,50,34,16,1,21,58.12,4.74,15,6.9,35,27,49,31,85,1,0,24,11,1,315.2062274,0.606430742,5.501435029,1.079902849,4.068176746,5.760176182,0.488855289,-0.000051,0.000114,63.55010223,0.606430742,0.026775612,8.815712965,0.82099998
15,Disko,69.25,-53.5,0.46,0.32,0.14,t/ha/yr,0.046,0.032,0.014,1995_Gilmanov et al_Tundra_JB,30.4347826,7,Gelisols,-7.32402713,5.545970928,17.00925366,936.572971,9.437028315,-23.18089625,32.61792457,3.750628939,-13.09229561,4.608136791,-18.748467,430.3679245,61.06603774,14.18396226,40.67218214,160.6485849,56.60613208,146.2712264,61.99528302,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,116.7017171,2.367257922,24.00207142,5.988148645,0.19551082,1.736638784,1.025009942,-0.000015,0.000016,73.53121948,2.365113929,0.00153766,11.61670876,0.620499998
16,Toolik Lake,68.63,-159.57,2.53,2.05,0.48,t/ha/yr,0.253,0.205,0.048,1995_Gilmanov et al_Tundra_JB,18.972332,7,Gelisols,-8.670833588,7.024999619,18.93531036,1112.643188,12.80000019,-24.29999924,37.09999847,4.566666603,-13.41666603,6.483333588,-20.18333244,245,51,10,66.64454651,128,31,114,33,22,40,46,14,1.04,20,103.06,4.08,19,6,32,25,53,18,61,2,3,0,16,1,326.0363362,21.94482079,137.0507647,67.50654805,0.00010097,0.00000584,0.425782152,-0.000313,0.001038,46.64439774,24.43323101,-2.763795464,5.948233347,0.694000006
17,Toolik Lake,68.63,-159.57,0.55,0.4326,0.1174,t/ha/yr,0.055,0.04326,0.01174,1995_Gilmanov et al_Tundra_JB,21.3454545,7,Gelisols,-8.670833588,7.024999619,18.93531036,1112.643188,12.80000019,-24.29999924,37.09999847,4.566666603,-13.41666603,6.483333588,-20.18333244,245,51,10,66.64454651,128,31,114,33,22,40,46,14,1.04,20,103.06,4.08,19,6,32,25,53,18,61,2,3,0,16,1,326.0363362,21.94482079,137.0507647,67.50654805,0.00010097,0.00000584,0.425782152,-0.000313,0.001038,46.64439774,24.43323101,-2.763795464,5.948233347,0.694000006
18,N.W.Canada,66,-128,2.4,2.2,0.2,t/ha/yr,0.24,0.22,0.02,1995_Gilmanov et al_Tundra_JB,8.3333333,7,Gelisols,-6.979166508,10.39166641,19.17281723,1684.427979,22,-32.20000076,54.20000076,13.98333359,-8.066666603,13.98333359,-26.70000076,298,43,12,40.7274704,118,42,118,58,13,31,50,19,0.48,38,337.57,12.27,23,4.9,73,26,53,19,42,1,4,0,0,1,315.0504423,1.93E-14,2,0.008626172,2.711991072,3.913533688,0.572024317,-0.000006,0.000016,84.60112,0.001409748,0.001078271,12.12225548,2.239000082
19,Alaska,64.75,-148.25,1.38,0.78,0.6,t/ha/yr,0.138,0.078,0.06,1995_Gilmanov et al_Tundra_JB,43.4782609,7,Inceptisols,-2.924999952,11.46666622,23.30623436,1444.166138,22.39999962,-26.79999924,49.19999695,14.5,-10.46666622,14.5,-20.33333397,294,50,6,57.55009079,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,231.3135764,9.451643961,75.76332683,31.58680056,0.059102405,0.094025217,0.572161801,0.000098,-0.000093,100.4529037,9.776228878,0.240120076,7.241400537,3.967000008
23,Barrow,71.33,-156.67,3.52,0.52,3,t/ha/yr,0.352,0.052,0.3,1995_Gilmanov et al_Tundra_JB,85.2272727,7,Gelisols,-11.80416679,6.041666508,15.57130623,1267.763672,8.399999619,-30.39999962,38.79999924,3.399999857,-26.04999924,3.866666555,-26.04999924,103,26,2,86.21501923,64,8,55,8,22,50,34,16,1,21,58.12,4.74,15,6.9,35,27,49,31,85,1,0,24,11,1,315.2062274,0.606430742,5.501435029,1.079902849,4.068176746,5.760176182,0.488855289,-0.000051,0.000114,63.55010223,0.606430742,0.026775612,8.815712965,0.82099998
24,Barrow,71.33,-156.67,1.44,0.78,0.66,t/ha/yr,0.144,0.078,0.066,1995_Gilmanov et al_Tundra_JB,45.8333333,7,Gelisols,-11.80416679,6.041666508,15.57130623,1267.763672,8.399999619,-30.39999962,38.79999924,3.399999857,-26.04999924,3.866666555,-26.04999924,103,26,2,86.21501923,64,8,55,8,22,50,34,16,1,21,58.12,4.74,15,6.9,35,27,49,31,85,1,0,24,11,1,315.2062274,0.606430742,5.501435029,1.079902849,4.068176746,5.760176182,0.488855289,-0.000051,0.000114,63.55010223,0.606430742,0.026775612,8.815712965,0.82099998
26,Toolik Lake,68.45,-149.37,1.17,0.82,0.35,t/ha/yr,0.117,0.082,0.035,1995_Gilmanov et al_Tundra_JB,29.9145299,7,Gelisols,-9.266666412,10.63333321,23.57723618,1369.844604,15.10000038,-30,45.09999847,8.683333397,-22.95000076,8.683333397,-23.95000076,259,47,10,58.24055481,124,34,124,35,22,40,46,14,1.04,20,103.06,4.08,19,6,32,25,53,18,61,2,3,0,16,1,8.511401211,1.590924281,11.21229542,3.163987755,0.011200907,2.990320444,0.548058339,0.000013,-0.000046,76.02103424,1.590924281,0.128581023,15.42185193,1.876999974
28,Barrow,71.33,-156.67,2.94,1.8,1.14,t/ha/yr,0.294,0.18,0.114,1995_Gilmanov et al_Tundra_JB,38.7755102,7,Gelisols,-11.80416679,6.041666508,15.57130623,1267.763672,8.399999619,-30.39999962,38.79999924,3.399999857,-26.04999924,3.866666555,-26.04999924,103,26,2,86.21501923,64,8,55,8,22,50,34,16,1,21,58.12,4.74,15,6.9,35,27,49,31,85,1,0,24,11,1,315.2062274,0.606430742,5.501435029,1.079902849,4.068176746,5.760176182,0.488855289,-0.000051,0.000114,63.55010223,0.606430742,0.026775612,8.815712965,0.82099998
29,Bonanaza Creek,64.75,-148.28,13218,9667,3551,kg/ha/yr,1.3218,0.9667,0.3551,1996_Ruess et al_Taiga_CJFR,26.8648812,6,Inceptisols,-2.733333349,11.34999943,23.35391045,1423.261841,22.29999924,-26.29999924,48.59999847,14.46666622,-10.26666641,14.46666622,-19.83333397,294,50,6,57.71989059,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,217.1628433,6.887812733,69.28386408,20.15304314,0.879053235,0.051727768,0.568795476,-0.000056,0.000487,98.72689056,6.887812733,0.83186925,6.903606806,4.603000164
30,Bonanaza Creek,64.75,-148.28,10853,6467,4386,kg/ha/yr,1.0853,0.6467,0.4386,1996_Ruess et al_Taiga_CJFR,40.4127891,6,Inceptisols,-2.733333349,11.34999943,23.35391045,1423.261841,22.29999924,-26.29999924,48.59999847,14.46666622,-10.26666641,14.46666622,-19.83333397,294,50,6,57.71989059,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,217.1628433,6.887812733,69.28386408,20.15304314,0.879053235,0.051727768,0.568795476,-0.000056,0.000487,98.72689056,6.887812733,0.83186925,6.903606806,4.603000164
31,Bonanaza Creek,64.75,-148.28,6144,3667,2477,kg/ha/yr,0.6144,0.3667,0.2477,1996_Ruess et al_Taiga_CJFR,40.3157552,6,Inceptisols,-2.733333349,11.34999943,23.35391045,1423.261841,22.29999924,-26.29999924,48.59999847,14.46666622,-10.26666641,14.46666622,-19.83333397,294,50,6,57.71989059,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,217.1628433,6.887812733,69.28386408,20.15304314,0.879053235,0.051727768,0.568795476,-0.000056,0.000487,98.72689056,6.887812733,0.83186925,6.903606806,4.603000164
32,Bonanaza Creek,64.75,-148.28,3009,685,2324,kg/ha/yr,0.3009,0.0685,0.2324,1996_Ruess et al_Taiga_CJFR,77.2349618,6,Inceptisols,-2.733333349,11.34999943,23.35391045,1423.261841,22.29999924,-26.29999924,48.59999847,14.46666622,-10.26666641,14.46666622,-19.83333397,294,50,6,57.71989059,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,217.1628433,6.887812733,69.28386408,20.15304314,0.879053235,0.051727768,0.568795476,-0.000056,0.000487,98.72689056,6.887812733,0.83186925,6.903606806,4.603000164
33,Bonanaza Creek,64.75,-148.28,10855,8100,2755,kg/ha/yr,1.0855,0.81,0.2755,1996_Ruess et al_Taiga_CJFR,25.3800092,6,Inceptisols,-2.733333349,11.34999943,23.35391045,1423.261841,22.29999924,-26.29999924,48.59999847,14.46666622,-10.26666641,14.46666622,-19.83333397,294,50,6,57.71989059,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,217.1628433,6.887812733,69.28386408,20.15304314,0.879053235,0.051727768,0.568795476,-0.000056,0.000487,98.72689056,6.887812733,0.83186925,6.903606806,4.603000164
34,Bonanaza Creek,64.75,-148.28,6107,4533,1574,kg/ha/yr,0.6107,0.4533,0.1574,1996_Ruess et al_Taiga_CJFR,25.7737023,6,Inceptisols,-2.733333349,11.34999943,23.35391045,1423.261841,22.29999924,-26.29999924,48.59999847,14.46666622,-10.26666641,14.46666622,-19.83333397,294,50,6,57.71989059,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,217.1628433,6.887812733,69.28386408,20.15304314,0.879053235,0.051727768,0.568795476,-0.000056,0.000487,98.72689056,6.887812733,0.83186925,6.903606806,4.603000164
58,Canada,64,-139,308,179,129,g/m2/yr,0.308,0.179,0.129,1996_Vogt et al_Forests_Review_PS,41.8831169,6,Inceptisols,-5.333333492,12.33333302,22.96710014,1526.831787,21.70000076,-32,53.70000076,12.78333282,-13.26666737,12.78333282,-24.5,327,54,9,48.37398529,139,35,139,57,13,38,46,16,1.02,23,115.8,5.03,17,5.8,34,19,64,16,66,1,1,0,9,2,199.5812266,10.82890266,133.2318859,34.19940609,0.000378937,0.761400998,0.603654495,-0.000503,-0.000459,95.80718231,8.129566247,-5.574392938,15.47938418,3.959000111
59,"Karelia, USSR",62,34,456,255,201,g/m2/yr,0.456,0.255,0.201,1996_Vogt et al_Forests_Review_PS,44.0789474,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
60,"Karelia, USSR",62,34,347,287,60,g/m2/yr,0.347,0.287,0.06,1996_Vogt et al_Forests_Review_PS,17.2910663,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
61,"Karelia, USSR",62,34,538,478,60,g/m2/yr,0.538,0.478,0.06,1996_Vogt et al_Forests_Review_PS,11.1524164,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
62,"Karelia, USSR",62,34,699,629,70,g/m2/yr,0.699,0.629,0.07,1996_Vogt et al_Forests_Review_PS,10.0143062,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
63,"Karelia, USSR",62,34,783,716,67,g/m2/yr,0.783,0.716,0.067,1996_Vogt et al_Forests_Review_PS,8.5568327,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
64,"Karelia, USSR",62,34,854,779,75,g/m2/yr,0.854,0.779,0.075,1996_Vogt et al_Forests_Review_PS,8.7822014,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
65,"Karelia, USSR",62,34,438,368,70,g/m2/yr,0.438,0.368,0.07,1996_Vogt et al_Forests_Review_PS,15.9817352,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
66,"Karelia, USSR",62,34,492,432,60,g/m2/yr,0.492,0.432,0.06,1996_Vogt et al_Forests_Review_PS,12.195122,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
67,"Karelia, USSR",62,34,407,350,57,g/m2/yr,0.407,0.35,0.057,1996_Vogt et al_Forests_Review_PS,14.004914,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
68,"Karelia, USSR",62,34,626,539,87,g/m2/yr,0.626,0.539,0.087,1996_Vogt et al_Forests_Review_PS,13.8977636,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
69,"Karelia, USSR",62,34,686,585,101,g/m2/yr,0.686,0.585,0.101,1996_Vogt et al_Forests_Review_PS,14.7230321,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
70,"Karelia, USSR",62,34,745,621,124,g/m2/yr,0.745,0.621,0.124,1996_Vogt et al_Forests_Review_PS,16.6442953,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
71,"Karelia, USSR",62,34,769,617,152,g/m2/yr,0.769,0.617,0.152,1996_Vogt et al_Forests_Review_PS,19.7659298,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
72,"Karelia, USSR",62,34,745,570,175,g/m2/yr,0.745,0.57,0.175,1996_Vogt et al_Forests_Review_PS,23.4899329,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
73,"Karelia, USSR",62,34,675,481,194,g/m2/yr,0.675,0.481,0.194,1996_Vogt et al_Forests_Review_PS,28.7407407,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
74,"Karelia, USSR",62,34,601,409,192,g/m2/yr,0.601,0.409,0.192,1996_Vogt et al_Forests_Review_PS,31.9467554,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
75,"Karelia, USSR",62,34,511,309,202,g/m2/yr,0.511,0.309,0.202,1996_Vogt et al_Forests_Review_PS,39.5303327,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
