Code,Site,Latitude,Longititude,TNPP_Original,ANPP_Original,BNPP_Original,Unit,TNPP_unit_unified,ANPP_unit_unified,BNPP_unit_unified,Source,fBNPP,Biome type,Soil order,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,CFRAG,SDTO,STPC,CLPC,BULK,TAWC,ORGC,TOTN,CNrt,PHAQ,CECS,ECEC,CECc,TEB,BSAT,ESP,ALSA,TCEQ,GYPS,ELCO,Aspect,fm,fr1000,fr300,mrRTF,mrVBF,PI,planC,profileC,SD,SP,TPI,TWI,MNPP
167,"Saskatchewan, Canada",53.99,-104.99,265,146,119,g/m2/yr,0.265,0.146,0.119,2001_Gower et al_Boreal_EA,44.9056604,6,Spodosols,-0.620833397,11.625,23.91975212,1336.432617,22.39999962,-26.20000076,48.59999847,14.9333334,-15.21666718,14.9333334,-18.04999924,474,89,15,61.35013199,227,53,227,57,15,49,40,11,0.81,29,190.47,8.78,19,4.8,48,26,69,24,36,1,24,0,0,0,148.2600673,0.239903771,4.506575269,1.387741123,4.450268269,5.482375145,0.766986011,0.000009,-0.000035,130.5306854,0.130161984,-0.071239385,13.70076016,5.237999916
168,"Saskatchewan, Canada",53.99,-104.99,226,121,105,g/m2/yr,0.226,0.121,0.105,2001_Gower et al_Boreal_EA,46.460177,6,Spodosols,-0.620833397,11.625,23.91975212,1336.432617,22.39999962,-26.20000076,48.59999847,14.9333334,-15.21666718,14.9333334,-18.04999924,474,89,15,61.35013199,227,53,227,57,15,49,40,11,0.81,29,190.47,8.78,19,4.8,48,26,69,24,36,1,24,0,0,0,148.2600673,0.239903771,4.506575269,1.387741123,4.450268269,5.482375145,0.766986011,0.000009,-0.000035,130.5306854,0.130161984,-0.071239385,13.70076016,5.237999916
169,"Saskatchewan, Canada",53.99,-104.99,394,352,42,g/m2/yr,0.394,0.352,0.042,2001_Gower et al_Boreal_EA,10.6598985,6,Spodosols,-0.620833397,11.625,23.91975212,1336.432617,22.39999962,-26.20000076,48.59999847,14.9333334,-15.21666718,14.9333334,-18.04999924,474,89,15,61.35013199,227,53,227,57,15,49,40,11,0.81,29,190.47,8.78,19,4.8,48,26,69,24,36,1,24,0,0,0,148.2600673,0.239903771,4.506575269,1.387741123,4.450268269,5.482375145,0.766986011,0.000009,-0.000035,130.5306854,0.130161984,-0.071239385,13.70076016,5.237999916
170,"Manitoba, Canada",55.99,-98.99,218,129,89,g/m2/yr,0.218,0.129,0.089,2001_Gower et al_Boreal_EA,40.8256881,6,Histosols,-2.679166794,11.15833378,21.37611771,1496.911133,22.5,-29.70000076,52.20000076,14.83333302,-19.70000076,14.83333302,-22.10000038,508,85,18,53.13010406,222,60,222,61,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,270.0731279,0.36625269,11.87529154,2.716460767,5.701029778,4.807541847,0.864579975,0.000064,-0.000001,121.9768372,0.62736714,-0.293046377,14.11433127,3.262000084
171,"Manitoba, Canada",55.99,-98.99,221,121,100,g/m2/yr,0.221,0.121,0.1,2001_Gower et al_Boreal_EA,45.2488688,6,Histosols,-2.679166794,11.15833378,21.37611771,1496.911133,22.5,-29.70000076,52.20000076,14.83333302,-19.70000076,14.83333302,-22.10000038,508,85,18,53.13010406,222,60,222,61,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,270.0731279,0.36625269,11.87529154,2.716460767,5.701029778,4.807541847,0.864579975,0.000064,-0.000001,121.9768372,0.62736714,-0.293046377,14.11433127,3.262000084
172,"Manitoba, Canada",55.99,-98.99,415,349,66,g/m2/yr,0.415,0.349,0.066,2001_Gower et al_Boreal_EA,15.9036145,6,Histosols,-2.679166794,11.15833378,21.37611771,1496.911133,22.5,-29.70000076,52.20000076,14.83333302,-19.70000076,14.83333302,-22.10000038,508,85,18,53.13010406,222,60,222,61,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,270.0731279,0.36625269,11.87529154,2.716460767,5.701029778,4.807541847,0.864579975,0.000064,-0.000001,121.9768372,0.62736714,-0.293046377,14.11433127,3.262000084
173,China,50.83,121.5,323,269,54,g/m2/yr,0.323,0.269,0.054,2001_Gower et al_Boreal_EA,16.7182663,5,Inceptisols,-4.266666889,15.6833334,26.58192062,1640.012939,23.29999924,-35.70000076,59,14.71666718,-25.53333282,14.71666718,-25.53333282,479,136,3,113.25354,330,12,330,12,7,31,50,19,1.48,17,15.99,1.69,11,6,15,13,47,13,80,1,0,0,1,1,73.91045706,14.88675037,116.6647741,70.20927845,0.0001547,0.0000958,0.753576823,0.000251,-0.000105,128.4298859,18.00946286,0.433219416,6.644360034,2.621000051
174,Finland,62.85,30.88,351,193,158,g/m2/yr,0.351,0.193,0.158,2001_Gower et al_Boreal_EA,45.014245,6,Histosols,2.025000095,8.100000381,22.88135529,965.0306396,21.20000076,-14.19999981,35.40000153,14.3166666,-4.616666794,14.3166666,-9.716666222,657,84,33,32.42372513,230,103,230,129,14,51,41,8,1.06,24,88.45,4.27,18,4.7,27,11,70,10,30,1,32,0,3,0,159.9523117,0.301944193,7.896030735,1.010864724,5.366099358,4.70970583,1.165680424,-0.00001,0.000043,96.69367981,0.301944193,0.236479222,9.795969446,4.546000004
175,Finland,62.85,30.88,334,217,117,g/m2/yr,0.334,0.217,0.117,2001_Gower et al_Boreal_EA,35.0299401,6,Histosols,2.025000095,8.100000381,22.88135529,965.0306396,21.20000076,-14.19999981,35.40000153,14.3166666,-4.616666794,14.3166666,-9.716666222,657,84,33,32.42372513,230,103,230,129,14,51,41,8,1.06,24,88.45,4.27,18,4.7,27,11,70,10,30,1,32,0,3,0,159.9523117,0.301944193,7.896030735,1.010864724,5.366099358,4.70970583,1.165680424,-0.00001,0.000043,96.69367981,0.301944193,0.236479222,9.795969446,4.546000004
176,Finland,62.85,30.88,215,160,55,g/m2/yr,0.215,0.16,0.055,2001_Gower et al_Boreal_EA,25.5813953,6,Histosols,2.025000095,8.100000381,22.88135529,965.0306396,21.20000076,-14.19999981,35.40000153,14.3166666,-4.616666794,14.3166666,-9.716666222,657,84,33,32.42372513,230,103,230,129,14,51,41,8,1.06,24,88.45,4.27,18,4.7,27,11,70,10,30,1,32,0,3,0,159.9523117,0.301944193,7.896030735,1.010864724,5.366099358,4.70970583,1.165680424,-0.00001,0.000043,96.69367981,0.301944193,0.236479222,9.795969446,4.546000004
177,Finland,62.85,30.88,214,169,45,g/m2/yr,0.214,0.169,0.045,2001_Gower et al_Boreal_EA,21.0280374,6,Histosols,2.025000095,8.100000381,22.88135529,965.0306396,21.20000076,-14.19999981,35.40000153,14.3166666,-4.616666794,14.3166666,-9.716666222,657,84,33,32.42372513,230,103,230,129,14,51,41,8,1.06,24,88.45,4.27,18,4.7,27,11,70,10,30,1,32,0,3,0,159.9523117,0.301944193,7.896030735,1.010864724,5.366099358,4.70970583,1.165680424,-0.00001,0.000043,96.69367981,0.301944193,0.236479222,9.795969446,4.546000004
178,Russia,62,34,226,185,41,g/m2/yr,0.226,0.185,0.041,2001_Gower et al_Boreal_EA,18.1415929,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
179,Russia,58,83,490,439,51,g/m2/yr,0.49,0.439,0.051,2001_Gower et al_Boreal_EA,10.4081633,9,Entisols,-0.524999976,10.01666641,20.99930191,1366.535889,24.29999924,-23.39999962,47.69999695,16.23333359,-15.10000038,16.23333359,-17.71666718,510,71,18,42.20128632,199,63,199,77,5,43,42,15,0.95,22,104.19,7.9,13,5.1,34,16,34,10,44,1,5,0,0,1,270,1.78E-15,2,7.11E-15,4.76443243,5.54382515,0.810647651,0,0,113.2147064,7.95E-16,7.11E-15,12.86423038,3.397000074
183,Sweden,60.82,16.5,462,177,285,g/m2/yr,0.462,0.177,0.285,2001_Gower et al_Boreal_EA,61.6883117,6,Spodosols,4.295833588,9.008333206,29.53551865,772.588501,21.20000076,-9.300000191,30.5,12.90000057,-1.300000072,14.28333378,-4.816666603,664,80,30,29.33839607,229,110,220,124,15,53,36,11,1.01,24,124.54,4.66,18,5,34,14,63,17,41,2,22,0,3,0,196.3861114,0.776657335,23.10831825,2.638868475,5.648299694,4.795545101,1.14265771,-0.000033,0.000114,104.7630157,0.694663784,0.326261168,10.06672302,5.866000175
184,Sweden,60.82,16.5,241,138,103,g/m2/yr,0.241,0.138,0.103,2001_Gower et al_Boreal_EA,42.7385892,6,Spodosols,4.295833588,9.008333206,29.53551865,772.588501,21.20000076,-9.300000191,30.5,12.90000057,-1.300000072,14.28333378,-4.816666603,664,80,30,29.33839607,229,110,220,124,15,53,36,11,1.01,24,124.54,4.66,18,5,34,14,63,17,41,2,22,0,3,0,196.3861114,0.776657335,23.10831825,2.638868475,5.648299694,4.795545101,1.14265771,-0.000033,0.000114,104.7630157,0.694663784,0.326261168,10.06672302,5.866000175
185,US,64.75,-148.25,371,260,111,g/m2/yr,0.371,0.26,0.111,2001_Gower et al_Boreal_EA,29.9191375,6,Inceptisols,-2.924999952,11.46666622,23.30623436,1444.166138,22.39999962,-26.79999924,49.19999695,14.5,-10.46666622,14.5,-20.33333397,294,50,6,57.55009079,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,231.3135764,9.451643961,75.76332683,31.58680056,0.059102405,0.094025217,0.572161801,0.000098,-0.000093,100.4529037,9.776228878,0.240120076,7.241400537,3.967000008
186,US,64.75,-148.25,431,360,71,g/m2/yr,0.431,0.36,0.071,2001_Gower et al_Boreal_EA,16.4733179,6,Inceptisols,-2.924999952,11.46666622,23.30623436,1444.166138,22.39999962,-26.79999924,49.19999695,14.5,-10.46666622,14.5,-20.33333397,294,50,6,57.55009079,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,231.3135764,9.451643961,75.76332683,31.58680056,0.059102405,0.094025217,0.572161801,0.000098,-0.000093,100.4529037,9.776228878,0.240120076,7.241400537,3.967000008
187,US,64.75,-148.25,225,120,105,g/m2/yr,0.225,0.12,0.105,2001_Gower et al_Boreal_EA,46.6666667,6,Inceptisols,-2.924999952,11.46666622,23.30623436,1444.166138,22.39999962,-26.79999924,49.19999695,14.5,-10.46666622,14.5,-20.33333397,294,50,6,57.55009079,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,231.3135764,9.451643961,75.76332683,31.58680056,0.059102405,0.094025217,0.572161801,0.000098,-0.000093,100.4529037,9.776228878,0.240120076,7.241400537,3.967000008
188,US,64.75,-148.25,795,635,160,g/m2/yr,0.795,0.635,0.16,2001_Gower et al_Boreal_EA,20.1257862,6,Inceptisols,-2.924999952,11.46666622,23.30623436,1444.166138,22.39999962,-26.79999924,49.19999695,14.5,-10.46666622,14.5,-20.33333397,294,50,6,57.55009079,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,231.3135764,9.451643961,75.76332683,31.58680056,0.059102405,0.094025217,0.572161801,0.000098,-0.000093,100.4529037,9.776228878,0.240120076,7.241400537,3.967000008
189,US,64.75,-148.25,669,545,124,g/m2/yr,0.669,0.545,0.124,2001_Gower et al_Boreal_EA,18.5351271,6,Inceptisols,-2.924999952,11.46666622,23.30623436,1444.166138,22.39999962,-26.79999924,49.19999695,14.5,-10.46666622,14.5,-20.33333397,294,50,6,57.55009079,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,231.3135764,9.451643961,75.76332683,31.58680056,0.059102405,0.094025217,0.572161801,0.000098,-0.000093,100.4529037,9.776228878,0.240120076,7.241400537,3.967000008
190,US,64.75,-148.25,612,415,197,g/m2/yr,0.612,0.415,0.197,2001_Gower et al_Boreal_EA,32.1895425,6,Inceptisols,-2.924999952,11.46666622,23.30623436,1444.166138,22.39999962,-26.79999924,49.19999695,14.5,-10.46666622,14.5,-20.33333397,294,50,6,57.55009079,138,28,138,47,11,31,48,21,0.87,26,142.79,6.82,17,5.5,43,28,40,24,51,1,20,0,6,1,231.3135764,9.451643961,75.76332683,31.58680056,0.059102405,0.094025217,0.572161801,0.000098,-0.000093,100.4529037,9.776228878,0.240120076,7.241400537,3.967000008
199,"China, Taxing'anling",52.733,123.833,0.08,0.06,0.02,Mg/ha/yr,0.008,0.006,0.002,2001_Wang et al_Boreal_GCB,25,6,Inceptisols,-3.700000048,14.8166666,25.81300926,1647.711914,24.29999924,-33.09999847,57.39999771,15.83333302,-24.38333321,15.83333302,-24.38333321,501,125,5,100.072258,317,17,317,17,7,31,50,19,1.48,17,15.99,1.69,11,6,15,13,47,13,80,1,0,0,1,1,233.6818914,6.891311993,98.36188678,30.56806015,0.811158657,0.074222311,0.763255076,0.000685,-0.000533,143.3153076,6.891311993,0.979183794,7.231135751,3.523999929
200,"China, Taxing'anling",52.733,123.833,1.01,0.76,0.25,Mg/ha/yr,0.101,0.076,0.025,2001_Wang et al_Boreal_GCB,24.7524752,6,Inceptisols,-3.700000048,14.8166666,25.81300926,1647.711914,24.29999924,-33.09999847,57.39999771,15.83333302,-24.38333321,15.83333302,-24.38333321,501,125,5,100.072258,317,17,317,17,7,31,50,19,1.48,17,15.99,1.69,11,6,15,13,47,13,80,1,0,0,1,1,233.6818914,6.891311993,98.36188678,30.56806015,0.811158657,0.074222311,0.763255076,0.000685,-0.000533,143.3153076,6.891311993,0.979183794,7.231135751,3.523999929
201,"China, Taxing'anling",52.733,123.833,1.02,0.78,0.24,Mg/ha/yr,0.102,0.078,0.024,2001_Wang et al_Boreal_GCB,23.5294118,6,Inceptisols,-3.700000048,14.8166666,25.81300926,1647.711914,24.29999924,-33.09999847,57.39999771,15.83333302,-24.38333321,15.83333302,-24.38333321,501,125,5,100.072258,317,17,317,17,7,31,50,19,1.48,17,15.99,1.69,11,6,15,13,47,13,80,1,0,0,1,1,233.6818914,6.891311993,98.36188678,30.56806015,0.811158657,0.074222311,0.763255076,0.000685,-0.000533,143.3153076,6.891311993,0.979183794,7.231135751,3.523999929
202,"China, Taxing'anling",52.733,123.833,0.1,0.07,0.03,Mg/ha/yr,0.01,0.007,0.003,2001_Wang et al_Boreal_GCB,30,6,Inceptisols,-3.700000048,14.8166666,25.81300926,1647.711914,24.29999924,-33.09999847,57.39999771,15.83333302,-24.38333321,15.83333302,-24.38333321,501,125,5,100.072258,317,17,317,17,7,31,50,19,1.48,17,15.99,1.69,11,6,15,13,47,13,80,1,0,0,1,1,233.6818914,6.891311993,98.36188678,30.56806015,0.811158657,0.074222311,0.763255076,0.000685,-0.000533,143.3153076,6.891311993,0.979183794,7.231135751,3.523999929
203,"China, Taxing'anling",52.733,123.833,1.58,1.18,0.4,Mg/ha/yr,0.158,0.118,0.04,2001_Wang et al_Boreal_GCB,25.3164557,6,Inceptisols,-3.700000048,14.8166666,25.81300926,1647.711914,24.29999924,-33.09999847,57.39999771,15.83333302,-24.38333321,15.83333302,-24.38333321,501,125,5,100.072258,317,17,317,17,7,31,50,19,1.48,17,15.99,1.69,11,6,15,13,47,13,80,1,0,0,1,1,233.6818914,6.891311993,98.36188678,30.56806015,0.811158657,0.074222311,0.763255076,0.000685,-0.000533,143.3153076,6.891311993,0.979183794,7.231135751,3.523999929
204,"China, Taxing'anling",52.733,123.833,1.87,1.37,0.5,Mg/ha/yr,0.187,0.137,0.05,2001_Wang et al_Boreal_GCB,26.7379679,6,Inceptisols,-3.700000048,14.8166666,25.81300926,1647.711914,24.29999924,-33.09999847,57.39999771,15.83333302,-24.38333321,15.83333302,-24.38333321,501,125,5,100.072258,317,17,317,17,7,31,50,19,1.48,17,15.99,1.69,11,6,15,13,47,13,80,1,0,0,1,1,233.6818914,6.891311993,98.36188678,30.56806015,0.811158657,0.074222311,0.763255076,0.000685,-0.000533,143.3153076,6.891311993,0.979183794,7.231135751,3.523999929
205,"China, Taxing'anling",52.733,123.833,0.09,0.07,0.02,Mg/ha/yr,0.009,0.007,0.002,2001_Wang et al_Boreal_GCB,22.2222222,6,Inceptisols,-3.700000048,14.8166666,25.81300926,1647.711914,24.29999924,-33.09999847,57.39999771,15.83333302,-24.38333321,15.83333302,-24.38333321,501,125,5,100.072258,317,17,317,17,7,31,50,19,1.48,17,15.99,1.69,11,6,15,13,47,13,80,1,0,0,1,1,233.6818914,6.891311993,98.36188678,30.56806015,0.811158657,0.074222311,0.763255076,0.000685,-0.000533,143.3153076,6.891311993,0.979183794,7.231135751,3.523999929
206,"China, Taxing'anling",52.733,123.833,1.29,0.96,0.33,Mg/ha/yr,0.129,0.096,0.033,2001_Wang et al_Boreal_GCB,25.5813953,6,Inceptisols,-3.700000048,14.8166666,25.81300926,1647.711914,24.29999924,-33.09999847,57.39999771,15.83333302,-24.38333321,15.83333302,-24.38333321,501,125,5,100.072258,317,17,317,17,7,31,50,19,1.48,17,15.99,1.69,11,6,15,13,47,13,80,1,0,0,1,1,233.6818914,6.891311993,98.36188678,30.56806015,0.811158657,0.074222311,0.763255076,0.000685,-0.000533,143.3153076,6.891311993,0.979183794,7.231135751,3.523999929
207,Finland,62.783,30.967,382.2,206.1,176.1,g/m2/yr,0.3822,0.2061,0.1761,2002_Helmisaari et al_Finland_FEM,46.0753532,6,Spodosols,2.183333397,7.799999714,22.2857132,964.8936157,21.10000038,-13.89999962,35,12.51666641,-4.516666412,14.46666718,-9.550000191,659,85,34,32.27607727,232,105,229,130,14,45,39,16,0.78,30,213.84,9.54,19,4.9,56,30,64,36,45,1,20,4,1,0,0,6.36E-15,1.232065957,2.84E-14,5.529142857,5.188135624,1.16400678,0,0.000001,96.29685974,6.36E-15,0,12.16969976,4.347000122
208,Finland,62.783,30.967,1322,502,820,g/m2/yr,1.322,0.502,0.82,2002_Helmisaari et al_Finland_FEM,62.0272315,6,Spodosols,2.183333397,7.799999714,22.2857132,964.8936157,21.10000038,-13.89999962,35,12.51666641,-4.516666412,14.46666718,-9.550000191,659,85,34,32.27607727,232,105,229,130,14,45,39,16,0.78,30,213.84,9.54,19,4.9,56,30,64,36,45,1,20,4,1,0,0,6.36E-15,1.232065957,2.84E-14,5.529142857,5.188135624,1.16400678,0,0.000001,96.29685974,6.36E-15,0,12.16969976,4.347000122
209,Finland,62.783,30.967,1434.2,453.4,980.8,g/m2/yr,1.4342,0.4534,0.9808,2002_Helmisaari et al_Finland_FEM,68.386557,6,Spodosols,2.183333397,7.799999714,22.2857132,964.8936157,21.10000038,-13.89999962,35,12.51666641,-4.516666412,14.46666718,-9.550000191,659,85,34,32.27607727,232,105,229,130,14,45,39,16,0.78,30,213.84,9.54,19,4.9,56,30,64,36,45,1,20,4,1,0,0,6.36E-15,1.232065957,2.84E-14,5.529142857,5.188135624,1.16400678,0,0.000001,96.29685974,6.36E-15,0,12.16969976,4.347000122
210,"Belgium, Antwerpen",51.301,4.521,11.2,7.7,3.5,Mg/ha/yr,1.12,0.77,0.35,2003_Xiao et al_pine forest_TP,31.25,3,Spodosols,10.33749962,7.708333492,33.95741653,559.0256348,23.10000038,0.400000006,22.70000076,7.233333111,6.266666889,17.29999924,3.683333397,805,78,51,14.32909966,228,166,209,194,12,61,26,13,1.29,20,22.16,2.22,17,5.4,11,8,46,6,55,2,4,0,2,0,185.79521,1.066524925,11.84742427,4.534456957,4.98792696,5.417085648,1.192257771,-0.000035,-0.000001,137.9411316,1.07109568,-0.153978291,10.52732579,8.223999977
211,"Belgium, Antwerpen",51.301,4.521,8.5,6.3,2.2,Mg/ha/yr,0.85,0.63,0.22,2003_Xiao et al_pine forest_TP,25.8823529,3,Spodosols,10.33749962,7.708333492,33.95741653,559.0256348,23.10000038,0.400000006,22.70000076,7.233333111,6.266666889,17.29999924,3.683333397,805,78,51,14.32909966,228,166,209,194,12,61,26,13,1.29,20,22.16,2.22,17,5.4,11,8,46,6,55,2,4,0,2,0,185.79521,1.066524925,11.84742427,4.534456957,4.98792696,5.417085648,1.192257771,-0.000035,-0.000001,137.9411316,1.07109568,-0.153978291,10.52732579,8.223999977
212,"Canada, Thompson",55.883,-98.333,106,106,0,g/m2/yr,0.106,0.106,0,2004_Bond-Lamberty et al_Boreal_GCB,0,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
213,"Canada, Thompson",55.883,-98.333,179.7,177.5,2.2,g/m2/yr,0.1797,0.1775,0.0022,2004_Bond-Lamberty et al_Boreal_GCB,1.2242627,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
214,"Canada, Thompson",55.883,-98.333,365.9,348.3,17.6,g/m2/yr,0.3659,0.3483,0.0176,2004_Bond-Lamberty et al_Boreal_GCB,4.8100574,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
215,"Canada, Thompson",55.883,-98.333,366.4,288.6,77.8,g/m2/yr,0.3664,0.2886,0.0778,2004_Bond-Lamberty et al_Boreal_GCB,21.2336245,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
216,"Canada, Thompson",55.883,-98.333,405.8,334.2,71.6,g/m2/yr,0.4058,0.3342,0.0716,2004_Bond-Lamberty et al_Boreal_GCB,17.6441597,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
217,"Canada, Thompson",55.883,-98.333,358.2,189.9,168.3,g/m2/yr,0.3582,0.1899,0.1683,2004_Bond-Lamberty et al_Boreal_GCB,46.9849246,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
218,"Canada, Thompson",55.883,-98.333,211.4,144.8,66.6,g/m2/yr,0.2114,0.1448,0.0666,2004_Bond-Lamberty et al_Boreal_GCB,31.5042573,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
219,"Canada, Thompson",55.883,-98.333,72.1,65.9,6.2,g/m2/yr,0.0721,0.0659,0.0062,2004_Bond-Lamberty et al_Boreal_GCB,8.5991678,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
220,"Canada, Thompson",55.883,-98.333,446.5,395.5,51,g/m2/yr,0.4465,0.3955,0.051,2004_Bond-Lamberty et al_Boreal_GCB,11.4221725,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
221,"Canada, Thompson",55.883,-98.333,239,190.5,48.5,g/m2/yr,0.239,0.1905,0.0485,2004_Bond-Lamberty et al_Boreal_GCB,20.292887,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
222,"Canada, Thompson",55.883,-98.333,533.8,502.7,31.1,g/m2/yr,0.5338,0.5027,0.0311,2004_Bond-Lamberty et al_Boreal_GCB,5.8261521,6,Gelisols,-3.162499905,12.0583334,22.88108826,1498.931641,22.5,-30.20000076,52.70000076,14.33333302,-19.95000076,14.33333302,-22.63333321,514,83,17,52.51054382,224,59,224,62,16,40,40,20,0.66,32,289.18,12.55,18,5.6,67,46,52,42,63,1,2,0,1,1,299.8155133,0.468035126,6.807086222,1.95467161,4.364539146,5.525125027,0.900485613,0.000004,-0.000016,121.3172836,0.468035126,-0.358351875,13.30535083,4.381000042
