Code,  ID,Reference,location,Latitude,Longitude,Elevation,MaxDiameter,Measurement,Totmass,Sampdepth,Sampmax,Texture,Depth_org_horizon,Tree_phenology,Anthropogenic,Wetland,Vegetation,UMD_cover,PET,MAP,Rainfall_season,D50,D95,D50_extrapolated,D95_extrapolated,fr0-0.2,fr0.2-0.4,fr0.4-0.6,fr0.6-0.8,fr0.8-1,fr1-1.5,fr1.5-2
538,TG35a,Weaver et al. 1935,"E Nebraska, USA",40.88,-96.7,-999,Total,mass,1.23,1.22,no,medium,0,-999,N,N,Grassland,10,1205,710,summer maximum,0.11,0.82,0.12,1.29,0.653243343,0.163239376,0.063830163,0.032785531,0.019589,0.025483025,0.012176645
539,TG35b,Weaver et al. 1935,"E Nebraska, USA",40.73,-95.9,-999,Total,mass,1.7,2.13,no,medium,0,-999,N,N,Grassland,10,1189,865,summer maximum,0.09,1.38,0.1,1.81,0.66924235,0.134447975,0.057089131,0.031504028,0.019945773,0.027877034,0.014499912
540,AC01a,Webber & May 1977,"Colorado, USA",40.05,-105.6,3650,Total,mass,2.46,0.9,no,medium,5,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.12,0.7,0.15,1.25,0.598569183,0.197529525,0.076614087,0.038186689,0.022152786,0.027692436,0.012583878
541,AC01b,Webber & May 1977,"Colorado, USA",40.05,-105.6,3650,Total,mass,4.15,0.9,yes,medium,15,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.06,0.5,0.06,0.69,0.810225889,0.097578718,0.033556978,0.016460261,0.009624662,0.012332262,0.005840993
542,AC01c,Webber & May 1977,"Colorado, USA",40.05,-105.6,3650,Total,mass,4.55,0.9,no,medium,15,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.04,0.52,0.05,0.81,0.812395084,0.087717201,0.032476159,0.016783612,0.010209606,0.013714693,0.00686408
543,AC01d,Webber & May 1977,"Colorado, USA",40.05,-105.6,3650,Total,mass,3.33,0.35,no,medium,5,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.02,0.22,0.02,0.37,0.910814764,0.042792303,0.01509104,0.007700959,0.004668551,0.006277012,0.003158476
544,AC01e,Webber & May 1977,"Colorado, USA",40.05,-105.6,3650,Total,mass,4.84,0.4,no,medium,15,-999,N,N,alpine herbaceous,10,304,993,winter maximum,0.06,0.27,0.06,0.38,0.872200479,0.081545672,0.021483938,0.008971933,0.004678816,0.005264789,0.002146567
545,AC01f,Webber & May 1977,"Colorado, USA",40.05,-105.6,3650,Total,mass,4.49,0.8,no,medium,15,-999,N,N,Wooded grassland,7,304,993,winter maximum,0.14,0.68,0.22,1.31,0.460757744,0.267662795,0.111249077,0.054166652,0.030221305,0.035552515,0.014876715
546,TC09a,Wright 1955,"Morayshire, Scotland",57.62,-3.73,<100,Total,mass,4.19,0.61,no,coarse,0,evergreen,N,N,ENL forest / tempera,1,595,607,"non-tropical,",0.18,0.47,0.19,0.64,0.531050256,0.327694428,0.08327685,0.028249231,0.012204431,0.010894892,0.003318289
547,TC09b,Wright 1955,"Morayshire, Scotland",57.62,-3.73,<100,Total,mass,4.71,1.22,no,coarse,0.6,evergreen,N,N,ENL forest / tempera,1,595,607,"non-tropical,",0.24,0.89,0.25,1.27,0.400291862,0.300582179,0.129179705,0.061544952,0.0333402,0.037589132,0.014876205
548,TC09c,Wright 1955,"Morayshire, Scotland",57.62,-3.73,<100,Total,mass,6.73,1.22,no,coarse,1.3,evergreen,N,N,ENL forest / tempera,1,595,607,"non-tropical,",0.29,1.03,0.37,1.82,0.242868181,0.293092778,0.173649855,0.096542099,0.056515197,0.06735416,0.027636924
549,TC09d,Wright 1955,"Morayshire, Scotland",57.62,-3.73,<100,Total,mass,10.42,1.52,no,coarse,1.3,evergreen,N,N,ENL forest / tempera,1,595,607,"non-tropical,",0.32,1.24,0.38,2.08,0.247547766,0.274648492,0.165878979,0.095973902,0.05831443,0.07278722,0.031521546
550,TD17,Wright 1955,"Morayshire, Scotland",57.62,-3.73,<100,Total,mass,8.42,1.07,no,coarse,1,winter-deciduous,N,N,DBL forest / tempera,4,595,607,"non-tropical,",0.29,0.94,0.41,1.78,0.191608115,0.29601444,0.194516984,0.110441647,0.064107964,0.074249668,0.029064259
551,TG01,Wright 1955,"Morayshire, Scotland",57.62,-3.73,-999,Total,mass,2.06,0.76,no,coarse,0,-999,Y,N,Pasture,10,595,607,"non-tropical,",0.09,0.44,0.09,0.57,0.781386677,0.133861031,0.038498443,0.016516364,0.008719052,0.009899271,0.004063256
552,TC15a,Xu 1990,"Rheinland-Pfalz, Germany",50,7.1,300-550,5,number,-999,1,yes,medium,0,evergreen,Y,N,ENL plantation / tem,1,737,850,"non-tropical,",0.13,0.4,0.14,0.42,0.722307682,0.221102196,0.036756974,0.010560729,0.004152331,0.003387063,0.000930688
553,TC15b,Xu 1990,"Rheinland-Pfalz, Germany",50,7.1,300-550,5,number,-999,1,yes,medium,0,evergreen,Y,N,ENL plantation / tem,1,737,850,"non-tropical,",0.13,0.55,0.13,0.65,0.687424876,0.199148222,0.055994247,0.02268583,0.011374169,0.012103221,0.004580808
554,TC15c,Xu 1990,"Rheinland-Pfalz, Germany",50,7.1,300-550,5,number,-999,1,yes,medium,0,evergreen,Y,N,ENL plantation / tem,1,737,850,"non-tropical,",0.16,0.63,0.17,0.78,0.577885034,0.261509444,0.080238023,0.032640838,0.016192056,0.016880351,0.006197185
555,TC15d,Xu 1990,"Rheinland-Pfalz, Germany",50,7.1,300-550,5,number,-999,1,yes,medium,0,evergreen,Y,N,ENL plantation / tem,1,737,850,"non-tropical,",0.13,0.56,0.14,0.67,0.661678909,0.216399795,0.061090718,0.024494659,0.012152174,0.012755083,0.004743579
556,TC15e,Xu 1990,"Rheinland-Pfalz, Germany",50,7.1,300-550,5,number,-999,1,yes,medium,0,evergreen,Y,N,ENL plantation / tem,1,737,850,"non-tropical,",0.18,0.65,0.19,0.83,0.525586249,0.289992163,0.093000115,0.037811107,0.018602165,0.019121599,0.006880232
557,TC15f,Xu 1990,"Rheinland-Pfalz, Germany",50,7.1,300-550,5,number,-999,1,yes,medium,0,evergreen,Y,N,ENL plantation / tem,1,737,850,"non-tropical,",0.15,0.62,0.15,0.79,0.624770792,0.225698392,0.070593627,0.029985154,0.01545386,0.016884605,0.006569024
558,TG19a,Yano & Kayama 1975,"N Honshu, Japan",38.73,140.25,500,Total,mass,1.29,1.1,no,fine,0,-999,Y,N,Pasture,10,842,1600,summer maximum,0.07,0.52,0.07,0.66,0.798615733,0.109201608,0.03589556,0.017003693,0.009676828,0.012001231,0.005468655
559,TG19b,Yano & Kayama 1975,"central Honshu, Japan",35.17,135.58,810,Total,mass,1,0.6,no,fine,0,-999,Y,N,Pasture,10,938,2313,summer maximum,0.1,0.41,0.11,0.56,0.746800454,0.164988597,0.043817491,0.017529413,0.008761802,0.009327183,0.003541982
560,TD21a,Yeager 1935,"North Dakota, USA",46.9,-96.8,-999,Total,number,-999,3.05,no,coarse,-999,winter-deciduous,Y,N,Wooded grassland,7,1005,494,summer maximum,0.38,1.39,0.38,1.39,0.188887751,0.340193234,0.209192859,0.105971918,0.055714703,0.057642145,0.019875635
561,TD21b,Yeager 1935,"North Dakota, USA",46.9,-96.8,-999,Total,number,-999,3.05,no,fine,-999,winter-deciduous,Y,N,Wooded grassland,7,1005,494,summer maximum,0.51,1.47,0.51,1.47,0.068902669,0.268311114,0.273908806,0.166557546,0.089108039,0.085814085,0.02553332
562,TD08,Yin et al. 1989,"Wisconsin, USA",44.1,-91.2,-999,2,mass,0.64,0.6,yes,medium,-999,winter-deciduous,N,N,DBL forest / tempera,4,959,792,summer maximum,0.11,0.52,0.18,1,0.545104919,0.252451998,0.090127812,0.040642765,0.021672112,0.02443563,0.009808159
563,D30,Zhang Kebin 1989,"Gansu Province, China",38.7,103.17,-999,5,mass,-999,2,no,coarse,0,evergreen,N,N,open shrubland,9,2652,125,summer maximum,0.41,0.77,0.41,0.77,0.033773388,0.437417776,0.384376901,0.102263461,0.026884053,0.012955083,0.001720823
564,D13,Zverev & Seiidova 1990,"Karakum, Turkmenistan",38.48,57.72,90,Total,mass,-999,4,no,coarse,0,-999,N,N,open shrubland,9,1315,148,winter maximum,0.3,2.09,0.3,2.09,0.35091188,0.256482596,0.133650409,0.074699877,0.045570443,0.058606976,0.026808962
